,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
Abcb1b,200.5450054963691,-0.20046835587105624,1.5862835570632305,-0.12637611666491316,0.8994342067025747,0.9967562034533025,Abcb1b
AI662270,4059.527996309419,0.030985893873096176,0.6094903441471521,0.05083902340808062,0.9594537948844709,0.9967562034533025,AI662270
Acad8,1141.0349301482415,0.04483022240847223,1.3893566199804546,0.03226689372891382,0.9742592104270595,0.9967562034533025,Acad8
Rpl18,34246.232709150034,0.055316526579341205,0.4382744594171544,0.1262143512832226,0.8995622515313663,0.9967562034533025,Rpl18
Rpgr,64.34712618512303,-0.32558421688686495,2.6614139325862287,-0.12233505389763949,0.9026336714847375,0.9967562034533025,Rpgr
Prdm2,1360.2026780454169,-0.0638432022768535,0.9595373028273959,-0.06653540418775963,0.9469515716814845,0.9967562034533025,Prdm2
Prdx1,20117.245827879073,-0.038202508601186354,0.5581938503273653,-0.06843950104212297,0.9454357782442552,0.9967562034533025,Prdx1
Abl1,821.5661519162464,-0.07015509374990915,1.5900337861339657,-0.0441217629220857,0.9648073453718937,0.9967562034533025,Abl1
Abt1,790.8305921964862,-0.11348567950632563,1.2442924251350662,-0.09120499105666975,0.9273297091954743,0.9967562034533025,Abt1
Rpe,778.3238333366673,0.09515952518883285,0.8836623251096768,0.10768765679471738,0.9142434610216083,0.9967562034533025,Rpe
Zfp422,1398.3172107884195,0.10160196578664324,0.9755880734745269,0.10414432950660309,0.9170548122413616,0.9967562034533025,Zfp422
9530068E07Rik,3229.2693213530138,-0.08970028961285226,0.7821834544244729,-0.11467934933353113,0.9086992827666559,0.9967562034533025,9530068E07Rik
9830001H06Rik,1176.170990908206,-0.07257378472624246,0.7408773659877871,-0.09795654187583697,0.9219668019004185,0.9967562034533025,9830001H06Rik
9330151L19Rik,292.76409119408515,0.21645451012191927,1.757922046490732,0.1231308922679584,0.9020034489146265,0.9967562034533025,9330151L19Rik
3110001I22Rik,227.73068263045417,-0.4092491026710687,3.053676727647252,-0.1340184764699636,0.8933879641251783,0.9967562034533025,3110001I22Rik
4921524J17Rik,377.82229337025507,0.11534262462233152,1.0264936211571607,0.11236565161730513,0.9105334888500569,0.9967562034533025,4921524J17Rik
9130206I24Rik,162.83389930556,-0.23380859023459993,1.9785669930440006,-0.11817067152974606,0.9059324278331475,0.9967562034533025,9130206I24Rik
A130010J15Rik,261.18547191085344,-0.16076758172497918,1.8899228589722386,-0.08506568453931841,0.9322091711615459,0.9967562034533025,A130010J15Rik
Prmt1,1028.9360986274735,0.10572762133480004,0.9878334686348367,0.10702980278742044,0.9147653363445413,0.9967562034533025,Prmt1
Psd,344.4838232174056,0.1751614454274215,1.691316581356991,0.10356514407662494,0.9175144498702197,0.9967562034533025,Psd
Psenen,3096.2015656645294,-0.033875660417294784,0.717744800122938,-0.04719736097216231,0.9623559308191296,0.9967562034533025,Psenen
Zbed4,112.1479871021169,0.07806760777228042,2.4353379808206226,0.032056169774831174,0.9744272568832117,0.996762613587217,Zbed4
Cog2,543.8484302607208,-0.04350479086265074,1.3998647664974253,-0.03107785259250666,0.97520745220757,0.9974398361725145,Cog2
Nfam1,6786.559713846526,-0.018092922893135382,0.5838593774763222,-0.030988494132509023,0.9752787156194982,0.9974398361725145,Nfam1
Cpsf3,3228.6544900017075,0.02491789734942881,0.8116929912189592,0.030698672551069315,0.9755098498156975,0.9974677846726807,Cpsf3
Usp45,324.31452849081944,0.03362992422307453,1.1044835761767702,0.030448550751190285,0.9757093248865965,0.9974677846726807,Usp45
Fam160b2,467.6521145537443,-0.046729242162126615,1.5322909224986914,-0.030496325127297438,0.975671224143203,0.9974677846726807,Fam160b2
Spop,5453.21781372075,-0.021651273554464605,0.7159410501806263,-0.030241698739026292,0.975874292942205,0.9974677846726807,Spop
Ttc28,257.49881982754516,0.062266212745156584,2.0529487171021104,0.03033013549069553,0.9758037629772207,0.9974677846726807,Ttc28
Fam129b,1529.1306877388536,0.027707530372390345,0.9092009238915704,0.030474595487426818,0.9756885538327073,0.9974677846726807,Fam129b
Cope,17039.542588511707,-0.011530229101177118,0.38330620361449896,-0.030080987451936388,0.9760024636846358,0.9975019842335355,Cope
Hsp90aa1,14291.355012647371,-0.019693268093598237,0.6603128835707863,-0.02982414637603704,0.9762073013068231,0.9975663629713367,Hsp90aa1
Mbd3,3434.0579300007703,-0.022415668745248654,0.7531014037359802,-0.02976447611709281,0.9762548901581435,0.9975663629713367,Mbd3
Gtpbp5,1042.5748580086258,0.027764632451743942,0.9573197875221148,0.02900246376773295,0.9768626256196593,0.9978969129996365,Gtpbp5
Mbip,452.7557250078295,-0.040098943327550346,1.3777982643692195,-0.029103639019249564,0.9767819335110498,0.9978969129996365,Mbip
A530064D06Rik,504.7630427201369,0.05686625993280198,1.9546733501564861,0.029092461882825285,0.9767908478009886,0.9978969129996365,A530064D06Rik
Rg9mtd3,174.3903335308245,0.0678625238730674,2.3664734434270973,0.028676647127207872,0.9771224815994628,0.9979687719361463,Rg9mtd3
Ncbp1,569.9607938846514,-0.02408365993084585,0.8377913882265902,-0.028746607173684803,0.9770666845616118,0.9979687719361463,Ncbp1
Ppfia4,8017.780711188211,-0.016316325599007354,0.5755669837069006,-0.028348265381594944,0.977384385842663,0.9979765366393438,Ppfia4
Prkab1,1024.2075500992873,0.03371707134750458,1.1840795683849592,0.028475342576422816,0.9772830338264291,0.9979765366393438,Prkab1
Eps8,5097.543344270048,0.01563194813257595,0.5521570698865473,0.028310690897769136,0.9774143539151947,0.9979765366393438,Eps8
Pigp,1510.5027353312335,-0.01805828147517762,0.6412582263201401,-0.028160701467808146,0.9775339804696196,0.997983688406477,Pigp
Cep164,225.99326869200422,-0.03812294542366803,1.3636773805873499,-0.02795598575320512,0.9776972556938232,0.997983688406477,Cep164
Slc31a2,9571.05140090191,0.019051154995870723,0.681725668765746,0.027945485799827002,0.9777056301726196,0.997983688406477,Slc31a2
Reps1,852.171444864678,0.039193189026008594,1.445251183083174,0.027118600202351836,0.9783651393998264,0.9981366870931071,Reps1
Clasp1,699.1035625802482,0.03599892165817904,1.3297099459248996,0.02707276257390062,0.9784016991127737,0.9981366870931071,Clasp1
Arap2,142.90650258349729,-0.05160391867374366,1.9237696112208884,-0.026824375628323856,0.9785998112711447,0.9981366870931071,Arap2
Pes1,4169.291010776513,0.014891409857244147,0.5448230441147651,0.02733256241288377,0.9781944855145788,0.9981366870931071,Pes1
